postcode,offence_division,offence_subdivision,offence_subgroup,offence_count
3786,B Property and deception offences,B40 Theft,B49 Other theft,4
3787,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3787,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3787,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3787,B Property and deception offences,B40 Theft,B49 Other theft,2
3788,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3788,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
3788,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3788,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3788,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,7
3788,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
3788,B Property and deception offences,B40 Theft,B49 Other theft,9
3789,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3789,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3789,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3789,B Property and deception offences,B40 Theft,B49 Other theft,1
3791,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3791,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3791,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3791,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3791,B Property and deception offences,B40 Theft,B49 Other theft,4
3792,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3792,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3792,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3793,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3793,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3793,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,9
3793,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6
3793,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7
3793,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,9
3793,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3793,B Property and deception offences,B40 Theft,B49 Other theft,12
3795,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3795,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3795,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3795,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3795,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3795,B Property and deception offences,B40 Theft,B49 Other theft,4
3796,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3796,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,8
3796,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11
3796,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8
3796,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,38
3796,B Property and deception offences,B40 Theft,B43 Steal from a retail store,5
3796,B Property and deception offences,B40 Theft,B49 Other theft,19
3797,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3797,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3797,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3797,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3797,B Property and deception offences,B40 Theft,B43 Steal from a retail store,8
3797,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3797,B Property and deception offences,B40 Theft,B49 Other theft,21
3799,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3799,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,6
3799,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3799,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3799,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,21
3799,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3799,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,5
3799,B Property and deception offences,B40 Theft,B49 Other theft,18
3802,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,11
3802,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3802,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,12
3802,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3802,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,42
3802,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,18
3802,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,52
3802,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,189
3802,B Property and deception offences,B40 Theft,B43 Steal from a retail store,97
3802,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,3
3802,B Property and deception offences,B40 Theft,B49 Other theft,95
3803,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,9
3803,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
3803,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3803,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,20
3803,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,88
3803,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,107
3803,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,277
3803,B Property and deception offences,B40 Theft,B43 Steal from a retail store,36
3803,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,8
3803,B Property and deception offences,B40 Theft,B49 Other theft,102
3804,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3804,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,17
3804,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3804,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,17
3804,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10
3804,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,20
3804,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,55
3804,B Property and deception offences,B40 Theft,B43 Steal from a retail store,9
3804,B Property and deception offences,B40 Theft,B49 Other theft,36
3805,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,47
3805,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,6
3805,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,41
3805,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,7
3805,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,107
3805,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,136
3805,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2
3805,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,294
3805,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,637
3805,B Property and deception offences,B40 Theft,B43 Steal from a retail store,454
3805,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,19
3805,B Property and deception offences,B40 Theft,B49 Other theft,407
3806,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,17
3806,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3806,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,67
3806,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4
3806,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,117
3806,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,55
3806,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,195
3806,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,484
3806,B Property and deception offences,B40 Theft,B43 Steal from a retail store,128
3806,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,14
3806,B Property and deception offences,B40 Theft,B49 Other theft,296
3807,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3807,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,26
3807,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3807,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,12
3807,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11
3807,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,37
3807,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,111
3807,B Property and deception offences,B40 Theft,B43 Steal from a retail store,18
3807,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4
3807,B Property and deception offences,B40 Theft,B49 Other theft,55
3808,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3808,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,7
3808,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3808,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4
3808,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,3
3808,B Property and deception offences,B40 Theft,B49 Other theft,3
3809,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3809,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,52
3809,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,75
3809,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,23
3809,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,107
3809,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,289
3809,B Property and deception offences,B40 Theft,B43 Steal from a retail store,45
3809,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,7
3809,B Property and deception offences,B40 Theft,B49 Other theft,161
3810,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,26
3810,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,7
3810,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,58
3810,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3810,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,90
3810,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,127
3810,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,3
3810,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,236
3810,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,739
3810,B Property and deception offences,B40 Theft,B43 Steal from a retail store,382
3810,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,50
3810,B Property and deception offences,B40 Theft,B49 Other theft,354
3812,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3812,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3812,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11
3812,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3812,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
3812,B Property and deception offences,B40 Theft,B43 Steal from a retail store,4
3812,B Property and deception offences,B40 Theft,B49 Other theft,19
3813,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,3
3813,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3813,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,13
3813,B Property and deception offences,B40 Theft,B49 Other theft,2
3814,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3814,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
3814,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3814,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
3814,B Property and deception offences,B40 Theft,B49 Other theft,11
3815,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,3
3815,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,6
3815,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,7
3815,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,13
3815,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,11
3815,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3815,B Property and deception offences,B40 Theft,B49 Other theft,8
3816,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3816,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2
3816,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3816,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,7
3816,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,11
3816,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,25
3816,B Property and deception offences,B40 Theft,B43 Steal from a retail store,5
3816,B Property and deception offences,B40 Theft,B49 Other theft,28
3818,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3818,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3818,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,18
3818,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,22
3818,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,52
3818,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3818,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,46
3818,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,163
3818,B Property and deception offences,B40 Theft,B43 Steal from a retail store,37
3818,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,5
3818,B Property and deception offences,B40 Theft,B49 Other theft,69
3820,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,10
3820,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3820,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,33
3820,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3820,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,70
3820,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,64
3820,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,120
3820,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,340
3820,B Property and deception offences,B40 Theft,B43 Steal from a retail store,133
3820,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,17
3820,B Property and deception offences,B40 Theft,B49 Other theft,171
3821,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3821,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,4
3821,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3821,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3821,B Property and deception offences,B40 Theft,B49 Other theft,4
3822,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3822,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3822,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3822,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5
3822,B Property and deception offences,B40 Theft,B49 Other theft,2
3823,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3823,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3823,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3823,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,12
3823,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,10
3823,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,23
3823,B Property and deception offences,B40 Theft,B43 Steal from a retail store,11
3823,B Property and deception offences,B40 Theft,B49 Other theft,17
3824,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8
3824,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,15
3824,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19
3824,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,24
3824,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,69
3824,B Property and deception offences,B40 Theft,B43 Steal from a retail store,5
3824,B Property and deception offences,B40 Theft,B49 Other theft,34
3825,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,13
3825,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5
3825,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,28
3825,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,89
3825,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,133
3825,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,94
3825,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,221
3825,B Property and deception offences,B40 Theft,B43 Steal from a retail store,194
3825,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,14
3825,B Property and deception offences,B40 Theft,B49 Other theft,219
3831,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3831,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3831,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3831,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7
3831,B Property and deception offences,B40 Theft,B49 Other theft,4
3832,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3833,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3833,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3833,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3833,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3833,B Property and deception offences,B40 Theft,B49 Other theft,3
3835,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3835,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
3835,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3835,B Property and deception offences,B40 Theft,B49 Other theft,3
3840,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,21
3840,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3
3840,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,48
3840,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3840,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,156
3840,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,102
3840,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,143
3840,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,296
3840,B Property and deception offences,B40 Theft,B43 Steal from a retail store,325
3840,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,14
3840,B Property and deception offences,B40 Theft,B49 Other theft,307
3842,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3842,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,4
3842,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,30
3842,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,10
3842,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,29
3842,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,49
3842,B Property and deception offences,B40 Theft,B43 Steal from a retail store,13
3842,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3842,B Property and deception offences,B40 Theft,B49 Other theft,26
3844,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,18
3844,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3844,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,58
3844,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3
3844,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1
3844,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,92
3844,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,79
3844,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
3844,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,150
3844,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,304
3844,B Property and deception offences,B40 Theft,B43 Steal from a retail store,384
3844,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,27
3844,B Property and deception offences,B40 Theft,B49 Other theft,315
3847,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3847,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3847,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3847,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,8
3847,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,7
3847,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18
3847,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7
3847,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
3847,B Property and deception offences,B40 Theft,B49 Other theft,29
3850,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,5
3850,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
3850,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,17
3850,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3850,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,70
3850,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,58
3850,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,46
3850,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,136
3850,B Property and deception offences,B40 Theft,B43 Steal from a retail store,252
3850,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,39
3850,B Property and deception offences,B40 Theft,B49 Other theft,168
3851,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
3851,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,12
3851,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,6
3851,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3851,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,16
3851,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
3851,B Property and deception offences,B40 Theft,B49 Other theft,21
3854,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3854,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
3854,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3854,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3854,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,10
3854,B Property and deception offences,B40 Theft,B49 Other theft,5
3856,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3
3856,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3856,B Property and deception offences,B40 Theft,B49 Other theft,6
3857,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3857,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3857,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3857,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2
3857,B Property and deception offences,B40 Theft,B49 Other theft,1
3858,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,14
3858,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,12
3858,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,13
3858,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3858,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3858,B Property and deception offences,B40 Theft,B49 Other theft,28
3859,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2
3859,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2
3859,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1
3859,B Property and deception offences,B40 Theft,B49 Other theft,1
3860,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3860,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3860,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,18
3860,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,25
3860,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,18
3860,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,27
3860,B Property and deception offences,B40 Theft,B43 Steal from a retail store,7
3860,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3860,B Property and deception offences,B40 Theft,B49 Other theft,45
3862,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
3862,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
3862,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,10
3862,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3
3862,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8
3862,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18
3862,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
3862,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
3862,B Property and deception offences,B40 Theft,B49 Other theft,18
3864,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3864,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1
3864,B Property and deception offences,B40 Theft,B49 Other theft,2
3865,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3865,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
3869,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1
3869,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3869,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,5
3869,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,11
3869,B Property and deception offences,B40 Theft,B49 Other theft,3
3870,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4
3870,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
3870,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6
3870,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6
3870,B Property and deception offences,B40 Theft,B49 Other theft,2
3871,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2
3871,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5
